subj,accuracy,cm,best_epoch
1,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
10,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
14,66.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.66666667 0.33333333]]",4
15,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
17,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
19,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
2,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
20,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
21,60.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.8 0.2]]",4
23,51.849999999999994,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.96296296 0.03703704]]",10
25,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
28,51.790000000000006,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.96428571 0.03571429]]",4
29,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
3,52.17,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.95652174 0.04347826]]",3
30,51.849999999999994,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.96296296 0.03703704]]",8
31,56.25,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.875 0.125]]",4
32,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
33,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
35,52.94,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.94117647 0.05882353]]",10
36,60.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.8 0.2]]",7
37,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
38,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
39,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
6,52.94,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.94117647 0.05882353]]",5
