subj,accuracy,cm,best_epoch
1,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
10,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
14,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
15,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
17,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
19,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
2,53.849999999999994,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.92307692 0.07692308]]",4
20,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
21,60.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.8 0.2]]",5
23,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
25,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
28,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
29,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
3,52.17,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.95652174 0.04347826]]",9
30,51.849999999999994,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.96296296 0.03703704]]",19
31,56.25,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.875 0.125]]",7
32,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
33,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
35,51.470000000000006,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.97058824 0.02941176]]",8
36,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
37,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
38,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
39,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
6,52.94,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.94117647 0.05882353]]",9
