subject,accuracy,recall,precision,f1,tn,fn,fp,tp

split_0,0.7096,0.7158283377664854,0.6984969396451538,0.7070564476599416,0.72,0.28,0.3,0.7

split_1,0.6899,0.6971347940265746,0.6836036590053041,0.6903029244532417,0.7,0.3,0.32,0.68

split_2,0.6992,0.7022658849627634,0.6900202397633505,0.6960892099890058,0.71,0.29,0.31,0.69

split_3,,,,,,,,

split_4,,,,,,,,

split_5,,,,,,,,

split_6,,,,,,,,

split_7,,,,,,,,

split_8,,,,,,,,

split_9,,,,,,,,
