subject,accuracy,time,accuracy_embedding,time_embedding
1,94.44444444444444,0.5336048603057861,94.44444444444444,0.2922234535217285
10,80.0,0.5346016883850098,90.0,0.30019092559814453
14,90.0,0.54756760597229,80.0,0.30518364906311035
15,86.36363636363636,0.5529286861419678,81.81818181818183,0.3269495964050293
17,88.23529411764706,0.5405304431915283,76.47058823529412,0.2932140827178955
19,75.0,0.5275952816009521,62.5,0.2882218360900879
2,73.07692307692307,0.5196366310119629,61.53846153846154,0.3091871738433838
20,83.33333333333334,0.5375871658325195,76.66666666666667,0.2882072925567627
21,50.0,0.5266246795654297,80.0,0.30716991424560547
23,82.0,0.5176396369934082,72.0,0.27227282524108887
25,90.9090909090909,0.5694634914398193,77.27272727272727,0.32213926315307617
28,85.18518518518519,0.5395922660827637,81.48148148148148,0.3101382255554199
29,80.0,0.5226333141326904,75.0,0.3041872978210449
3,86.36363636363636,0.5206384658813477,81.81818181818183,0.31116724014282227
30,94.23076923076923,0.5226278305053711,84.61538461538461,0.2942228317260742
31,83.33333333333334,0.5435469150543213,66.66666666666666,0.2932159900665283
32,100.0,0.5485377311706543,100.0,0.2922205924987793
33,75.0,0.5634937286376953,87.5,0.3011956214904785
35,83.82352941176471,0.5056767463684082,76.47058823529412,0.29618096351623535
36,80.0,0.5435287952423096,80.0,0.3012118339538574
37,100.0,0.5325510501861572,100.0,0.31416845321655273
38,62.5,0.537564754486084,75.0,0.301224946975708
39,80.0,0.523601770401001,70.0,0.29122138023376465
6,90.625,0.5226285457611084,81.25,0.3021690845489502
