subject,accuracy,recall,precision,f1,tn,fn,fp,tp

1,53.59,0.5581395348837209,0.5581395348837209,0.5581395348837209,0.4722222222222222,0.4691358024691358,0.4583333333333333,0.5925925925925926

10,100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0

14,71.11,0.8,0.8,0.8,0.8,0.16,0.45,0.64

15,53.16,0.539568345323741,0.539568345323741,0.539568345323741,0.28888888888888886,0.64,0.2777777777777778,0.75

17,51.81,0.5247813411078717,0.5247813411078717,0.5247813411078717,0.32083333333333336,0.63671875,0.31666666666666665,0.703125

19,63.79,0.6684491978609626,0.6684491978609626,0.6684491978609626,0.6836734693877551,0.29523809523809524,0.4336734693877551,0.5952380952380952

2,61.59,0.6637931034482759,0.6637931034482759,0.6637931034482759,0.7045454545454546,0.2708333333333333,0.5075757575757576,0.5347222222222222

20,51.970000000000006,0.5203252032520326,0.5203252032520326,0.5203252032520326,0.09693877551020408,0.8428571428571429,0.09183673469387756,0.9142857142857143

21,88.89,1.0,1.0,1.0,1.0,0.0,0.25,0.8

23,59.660000000000004,0.6289978678038379,0.6289978678038379,0.6289978678038379,0.6847826086956522,0.3020833333333333,0.5090579710144928,0.5121527777777778

25,54.74,0.5528455284552846,0.5528455284552846,0.5528455284552846,0.3956043956043956,0.5555555555555556,0.34065934065934067,0.6868686868686869

28,71.63000000000001,0.7248677248677249,0.7248677248677249,0.7248677248677249,0.7179023508137432,0.271304347826087,0.2965641952983725,0.7147826086956521

29,77.94,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.765625,0.20833333333333334,0.234375,0.7916666666666666

3,51.459999999999994,0.5224489795918368,0.5224489795918368,0.5224489795918368,0.415,0.5571428571428572,0.41,0.6095238095238096

30,51.27,0.5152838427947598,0.5152838427947598,0.5152838427947598,0.26,0.7104,0.255,0.7552

31,76.67,0.7903225806451613,0.7903225806451613,0.7903225806451613,0.7678571428571429,0.203125,0.26785714285714285,0.765625

32,100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0

33,89.29,1.0,1.0,1.0,1.0,0.0,0.25,0.8125

35,69.23,0.7440699126092385,0.7440699126092385,0.7440699126092385,0.7866805411030177,0.20665322580645162,0.4120707596253902,0.6008064516129032

36,100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0

37,81.82000000000001,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8,0.16666666666666666,0.2,0.8333333333333334

38,90.48,1.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.8333333333333334

39,53.59,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.75,0.2222222222222222,0.7361111111111112,0.345679012345679

6,52.18000000000001,0.5406698564593302,0.5406698564593302,0.5406698564593302,0.5428571428571428,0.4266666666666667,0.5333333333333333,0.5022222222222222
