subject,accuracy

1,94.44444444444444
10,100.0
14,90.0
15,80.0
17,75.0
19,65.51724137931035
2,66.66666666666666
20,82.75862068965517
21,70.0
23,68.75
25,90.0
28,79.16666666666666
29,88.23529411764706
3,82.92682926829268
30,86.0
31,93.75
32,100.0
33,87.5
35,76.19047619047619
36,77.77777777777779
37,90.9090909090909
38,100.0
39,72.22222222222221
6,86.66666666666667
