subj,accuracy,cm,best_epoch
1,93.75,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.125 0.875]]",3
10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",7
14,91.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.16666667 0.83333333]]",2
15,94.44,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.11111111 0.88888889]]",3
17,83.33,"[[       nan        nan        nan]
 [0.13333333 0.86666667 0.        ]
 [0.06666667 0.13333333 0.8       ]]",10
19,87.5,"[[   nan    nan    nan]
 [0.     1.     0.    ]
 [0.1875 0.0625 0.75  ]]",9
2,88.46000000000001,"[[       nan        nan        nan]
 [0.07692308 0.92307692 0.        ]
 [0.         0.15384615 0.84615385]]",6
20,90.0,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.06666667 0.13333333 0.8       ]]",3
21,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",4
23,75.92999999999999,"[[       nan        nan        nan]
 [0.07407407 0.92592593 0.        ]
 [0.         0.40740741 0.59259259]]",9
25,86.36,"[[       nan        nan        nan]
 [0.18181818 0.72727273 0.09090909]
 [0.         0.         1.        ]]",7
28,82.14,"[[       nan        nan        nan]
 [0.07142857 0.89285714 0.03571429]
 [0.03571429 0.21428571 0.75      ]]",7
29,85.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.1 0.2 0.7]]",9
3,76.09,"[[       nan        nan        nan]
 [0.         0.95652174 0.04347826]
 [0.         0.43478261 0.56521739]]",2
30,88.89,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.03703704 0.14814815 0.81481481]]",6
31,75.0,"[[  nan   nan   nan]
 [0.    0.875 0.125]
 [0.    0.375 0.625]]",25
32,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",4
35,89.71000000000001,"[[       nan        nan        nan]
 [0.02941176 0.91176471 0.05882353]
 [0.02941176 0.08823529 0.88235294]]",7
36,70.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.6 0.4]]",3
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",3
38,66.67,"[[       nan        nan        nan]
 [0.         0.66666667 0.33333333]
 [0.         0.33333333 0.66666667]]",6
39,95.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.1 0.9]]",29
6,82.35,"[[       nan        nan        nan]
 [0.05882353 0.94117647 0.        ]
 [0.         0.29411765 0.70588235]]",10
