subj,accuracy,cm,best_epoch
1,93.75,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.125 0.875]]",5
10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
14,91.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.16666667 0.83333333]]",1
15,94.44,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.11111111 0.88888889]]",1
17,93.33,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.13333333 0.86666667]]",4
19,90.62,"[[   nan    nan    nan]
 [0.     0.9375 0.0625]
 [0.     0.125  0.875 ]]",3
2,92.31,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.15384615 0.84615385]]",1
20,86.67,"[[       nan        nan        nan]
 [0.         0.86666667 0.13333333]
 [0.         0.13333333 0.86666667]]",3
21,90.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.  1. ]]",1
23,79.63,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.         0.37037037 0.62962963]]",1
25,95.45,"[[       nan        nan        nan]
 [0.         0.90909091 0.09090909]
 [0.         0.         1.        ]]",3
28,89.29,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.21428571 0.78571429]]",5
29,90.0,"[[nan nan nan]
 [0.  0.9 0.1]
 [0.  0.1 0.9]]",2
3,84.78,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.30434783 0.69565217]]",6
30,94.44,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.         0.07407407 0.92592593]]",5
31,81.25,"[[  nan   nan   nan]
 [0.    0.875 0.125]
 [0.    0.25  0.75 ]]",4
32,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
35,88.24,"[[       nan        nan        nan]
 [0.         0.94117647 0.05882353]
 [0.         0.17647059 0.82352941]]",5
36,80.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.2 0.8]]",1
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",1
38,66.67,"[[       nan        nan        nan]
 [0.         0.66666667 0.33333333]
 [0.         0.33333333 0.66666667]]",1
39,90.0,"[[nan nan nan]
 [0.  0.9 0.1]
 [0.  0.1 0.9]]",2
6,91.18,"[[       nan        nan        nan]
 [0.         0.94117647 0.05882353]
 [0.         0.11764706 0.88235294]]",7
