subj,accuracy,cm,best_epoch
1,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",7
10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",2
14,83.33,"[[       nan        nan        nan]
 [0.16666667 0.83333333 0.        ]
 [0.         0.16666667 0.83333333]]",2
15,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",12
17,93.33,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.13333333 0.86666667]]",3
19,87.5,"[[   nan    nan    nan]
 [0.     0.9375 0.0625]
 [0.     0.1875 0.8125]]",6
2,92.31,"[[       nan        nan        nan]
 [0.         0.92307692 0.07692308]
 [0.         0.07692308 0.92307692]]",2
20,83.33,"[[       nan        nan        nan]
 [0.         0.86666667 0.13333333]
 [0.         0.2        0.8       ]]",1
21,90.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.  1. ]]",4
23,79.63,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.         0.37037037 0.62962963]]",12
25,95.45,"[[       nan        nan        nan]
 [0.         0.90909091 0.09090909]
 [0.         0.         1.        ]]",3
28,83.93,"[[       nan        nan        nan]
 [0.         0.92857143 0.07142857]
 [0.         0.25       0.75      ]]",5
29,90.0,"[[nan nan nan]
 [0.  0.9 0.1]
 [0.  0.1 0.9]]",2
3,78.25999999999999,"[[       nan        nan        nan]
 [0.         0.95652174 0.04347826]
 [0.         0.39130435 0.60869565]]",1
30,90.74,"[[       nan        nan        nan]
 [0.         0.92592593 0.07407407]
 [0.         0.11111111 0.88888889]]",17
31,81.25,"[[  nan   nan   nan]
 [0.    0.875 0.125]
 [0.    0.25  0.75 ]]",5
32,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
35,92.65,"[[       nan        nan        nan]
 [0.         0.97058824 0.02941176]
 [0.         0.11764706 0.88235294]]",2
36,80.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.2 0.8]]",2
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",1
38,83.33,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.33333333 0.66666667]]",5
39,95.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.1 0.9]]",1
6,91.18,"[[       nan        nan        nan]
 [0.         0.94117647 0.05882353]
 [0.         0.11764706 0.88235294]]",8
