subj,accuracy,cm,best_epoch
1,76.03999999999999,"[[0.75       0.25       0.        ]
 [0.0862069  0.84482759 0.06896552]
 [0.         0.5        0.5       ]]",20
10,88.33,"[[1.         0.         0.        ]
 [0.06060606 0.81818182 0.12121212]
 [0.         0.07692308 0.92307692]]",10
14,91.67,"[[0.82352941 0.17647059 0.        ]
 [0.02173913 0.95652174 0.02173913]
 [0.         0.11111111 0.88888889]]",10
15,82.41000000000001,"[[0.85185185 0.14814815 0.        ]
 [0.05454545 0.81818182 0.12727273]
 [0.         0.19230769 0.80769231]]",10
17,62.78,"[[0.53846154 0.33333333 0.12820513]
 [0.0990099  0.75247525 0.14851485]
 [0.05       0.55       0.4       ]]",4
19,72.92,"[[0.57894737 0.42105263 0.        ]
 [0.10084034 0.84033613 0.05882353]
 [0.05714286 0.42857143 0.51428571]]",13
2,67.95,"[[0.52380952 0.45238095 0.02380952]
 [0.12359551 0.76404494 0.11235955]
 [0.04       0.32       0.64      ]]",6
20,79.44,"[[0.76923077 0.20512821 0.02564103]
 [0.125      0.82692308 0.04807692]
 [0.02702703 0.24324324 0.72972973]]",7
21,91.67,"[[0.84615385 0.15384615 0.        ]
 [0.03571429 0.96428571 0.        ]
 [0.         0.10526316 0.89473684]]",7
23,64.51,"[[0.65753425 0.30136986 0.04109589]
 [0.16184971 0.62427746 0.21387283]
 [0.08974359 0.23076923 0.67948718]]",13
25,84.09,"[[0.87096774 0.12903226 0.        ]
 [0.11764706 0.77941176 0.10294118]
 [0.         0.06060606 0.93939394]]",14
28,72.92,"[[0.71428571 0.25974026 0.02597403]
 [0.11351351 0.77297297 0.11351351]
 [0.02702703 0.33783784 0.63513514]]",7
29,65.0,"[[0.68965517 0.27586207 0.03448276]
 [0.140625   0.671875   0.1875    ]
 [0.07407407 0.37037037 0.55555556]]",7
3,71.00999999999999,"[[0.61666667 0.38333333 0.        ]
 [0.09493671 0.82278481 0.08227848]
 [0.01724138 0.48275862 0.5       ]]",11
30,73.46000000000001,"[[0.80263158 0.19736842 0.        ]
 [0.13259669 0.70718232 0.16022099]
 [0.         0.26865672 0.73134328]]",14
31,71.88,"[[0.54545455 0.40909091 0.04545455]
 [0.09803922 0.76470588 0.1372549 ]
 [0.08695652 0.13043478 0.7826087 ]]",7
32,83.33,"[[0.64285714 0.35714286 0.        ]
 [0.03125    0.96875    0.        ]
 [0.         0.28571429 0.71428571]]",6
33,89.58,"[[0.5        0.5        0.        ]
 [0.03333333 0.96666667 0.        ]
 [0.         0.         1.        ]]",2
35,77.94,"[[0.74725275 0.23076923 0.02197802]
 [0.07627119 0.81355932 0.11016949]
 [0.03703704 0.24691358 0.71604938]]",11
36,76.67,"[[0.66666667 0.2        0.13333333]
 [0.         0.88888889 0.11111111]
 [0.05555556 0.27777778 0.66666667]]",5
37,91.67,"[[1.         0.         0.        ]
 [0.05714286 0.91428571 0.02857143]
 [0.         0.16666667 0.83333333]]",13
38,83.33,"[[0.625      0.375      0.        ]
 [0.         1.         0.        ]
 [0.         0.33333333 0.66666667]]",14
39,80.0,"[[0.72413793 0.27586207 0.        ]
 [0.04347826 0.86956522 0.08695652]
 [0.         0.31818182 0.68181818]]",17
6,71.08,"[[0.69444444 0.22222222 0.08333333]
 [0.12711864 0.70338983 0.16949153]
 [0.06       0.2        0.74      ]]",10
