subject,accuracy,recall,precision,f1,tn,fn,fp,tp,max epoch

split_0,55.05,0.6888888888888889,0.6888888888888889,0.6888888888888889,0.8478260869565217,0.15217391304347827,0.7075471698113207,0.29245283018867924,8

split_1,80.80000000000001,0.8297872340425532,0.8297872340425532,0.8297872340425532,0.8153846153846154,0.18461538461538463,0.19863013698630136,0.8013698630136986,40

split_2,63.39,0.6401617250673854,0.6401617250673854,0.6401617250673854,0.6002994011976048,0.3997005988023952,0.33473389355742295,0.665266106442577,5

split_3,73.75,0.7897196261682243,0.7897196261682243,0.7897196261682243,0.8043478260869565,0.1956521739130435,0.324,0.676,18

split_4,64.95,0.6744536548605878,0.6744536548605878,0.6744536548605878,0.6940509915014165,0.3059490084985836,0.39322033898305087,0.6067796610169491,10

split_5,77.73,0.7981981981981981,0.7981981981981981,0.7981981981981981,0.7971014492753623,0.2028985507246377,0.24143835616438356,0.7585616438356164,26

split_6,51.519999999999996,0.5151975683890577,0.5151975683890577,0.5151975683890577,0.11634349030470914,0.8836565096952909,0.10435931307793923,0.8956406869220608,15

split_7,68.52000000000001,0.6874487284659557,0.6874487284659557,0.6874487284659557,0.669844020797227,0.33015597920277295,0.29991645781119464,0.7000835421888053,23

split_8,90.99000000000001,0.9322033898305084,0.9322033898305084,0.9322033898305084,0.92,0.08,0.09836065573770492,0.9016393442622951,11

split_9,52.1,0.5210674157303371,0.5210674157303371,0.5210674157303371,0.0029239766081871343,0.9970760233918129,0.002688172043010753,0.9973118279569892,6

