subject,accuracy,recall,precision,f1,tn,fn,fp,tp,max epoch

1,88.89,0.9,0.9,0.9,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.8888888888888888,6

10,100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7

14,80.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8,0.2,0.2,0.8,21

15,80.0,0.81,0.81,0.81,0.7888888888888889,0.2111111111111111,0.19,0.81,30

17,67.14,0.6995708154506438,0.6995708154506438,0.6995708154506438,0.7083333333333334,0.2916666666666667,0.36328125,0.63671875,9

19,62.56,0.657608695652174,0.657608695652174,0.657608695652174,0.6785714285714286,0.32142857142857145,0.4238095238095238,0.5761904761904761,4

2,60.51,0.6548672566371682,0.6548672566371682,0.6548672566371682,0.7045454545454546,0.29545454545454547,0.4861111111111111,0.5138888888888888,12

20,72.91,0.75,0.75,0.75,0.7448979591836735,0.25510204081632654,0.2857142857142857,0.7142857142857143,16

21,73.33,0.76,0.76,0.76,0.7,0.3,0.24,0.76,14

23,57.620000000000005,0.57,0.57,0.57,0.45471014492753625,0.5452898550724637,0.3072916666666667,0.6927083333333334,3

25,74.21,0.7659574468085106,0.7659574468085106,0.7659574468085106,0.7582417582417582,0.24175824175824176,0.2727272727272727,0.7272727272727273,6

28,80.76,0.8339552238805971,0.8339552238805971,0.8339552238805971,0.8390596745027125,0.1609403254972875,0.22260869565217392,0.7773913043478261,19

29,80.15,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.90625,0.09375,0.2916666666666667,0.7083333333333334,11

3,73.78,0.7130977130977131,0.7130977130977131,0.7130977130977131,0.655,0.345,0.18333333333333332,0.8166666666666667,5

30,81.63,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.2,0.8,24

31,85.83,0.9272727272727272,0.9272727272727272,0.9272727272727272,0.9285714285714286,0.07142857142857142,0.203125,0.796875,16

32,88.89,1.0,1.0,1.0,1.0,0.0,0.2,0.8,6

33,82.14,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.16666666666666666,0.1875,0.8125,13

35,67.78999999999999,0.6857727737973388,0.6857727737973388,0.6857727737973388,0.6805411030176899,0.3194588969823101,0.3245967741935484,0.6754032258064516,9

36,86.11,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.875,0.125,0.15,0.85,9

37,83.64,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.88,0.12,0.2,0.8,17

38,71.43,0.8,0.8,0.8,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.6666666666666666,18

39,64.71000000000001,0.7454545454545455,0.7454545454545455,0.7454545454545455,0.8055555555555556,0.19444444444444445,0.49382716049382713,0.5061728395061729,13

6,75.63,0.7668161434977578,0.7668161434977578,0.7668161434977578,0.7523809523809524,0.24761904761904763,0.24,0.76,32

