subject,accuracy,recall,precision,f1,tn,fn,fp,tp,max epoch

split_0,91.41,0.9238095238095239,0.9238095238095239,0.9238095238095239,0.9130434782608695,0.08695652173913043,0.08490566037735849,0.9150943396226415,11

split_1,76.44999999999999,0.8045112781954887,0.8045112781954887,0.8045112781954887,0.8,0.2,0.2671232876712329,0.7328767123287672,11

split_2,62.23,0.6486068111455109,0.6486068111455109,0.6486068111455109,0.6601796407185628,0.3398203592814371,0.41316526610644255,0.5868347338935574,14

split_3,71.46000000000001,0.7404255319148936,0.7404255319148936,0.7404255319148936,0.7347826086956522,0.26521739130434785,0.304,0.696,24

split_4,67.58,0.6865051903114187,0.6865051903114187,0.6865051903114187,0.6791784702549575,0.32082152974504247,0.32745762711864407,0.672542372881356,37

split_5,76.67,0.7671691792294807,0.7671691792294807,0.7671691792294807,0.7481884057971014,0.25181159420289856,0.21575342465753425,0.7842465753424658,15

split_6,79.17999999999999,0.7816813048933501,0.7816813048933501,0.7816813048933501,0.7590027700831025,0.2409972299168975,0.17701453104359313,0.8229854689564069,9

split_7,69.12,0.7056768558951965,0.7056768558951965,0.7056768558951965,0.7079722703639515,0.2920277296360485,0.32497911445279865,0.6750208855472013,15

split_8,85.59,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9,0.1,0.18032786885245902,0.819672131147541,14

split_9,68.21000000000001,0.7392739273927392,0.7392739273927392,0.7392739273927392,0.7690058479532164,0.2309941520467836,0.3978494623655914,0.6021505376344086,12
