subject,accuracy,recall,precision,f1,tn,fn,fp,tp,max epoch

split_0,91.41,0.9238095238095239,0.9238095238095239,0.9238095238095239,0.9130434782608695,0.08695652173913043,0.08490566037735849,0.9150943396226415,17

split_1,73.55000000000001,0.7588652482269503,0.7588652482269503,0.7588652482269503,0.7384615384615385,0.26153846153846155,0.2671232876712329,0.7328767123287672,18

split_2,63.019999999999996,0.6388508891928865,0.6388508891928865,0.6388508891928865,0.6047904191616766,0.39520958083832336,0.34593837535014005,0.65406162464986,10

split_3,71.88,0.7510917030567685,0.7510917030567685,0.7510917030567685,0.7521739130434782,0.24782608695652175,0.312,0.688,19

split_4,65.81,0.6711079943899019,0.6711079943899019,0.6711079943899019,0.6678470254957507,0.3321529745042493,0.3511864406779661,0.6488135593220339,26

split_5,71.83,0.7417582417582418,0.7417582417582418,0.7417582417582418,0.7445652173913043,0.2554347826086957,0.3065068493150685,0.6934931506849316,10

split_6,77.69,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8310249307479224,0.16897506925207756,0.2747688243064729,0.7252311756935271,11

split_7,69.37,0.7154471544715447,0.7154471544715447,0.7154471544715447,0.7270363951473137,0.2729636048526863,0.3383458646616541,0.6616541353383458,18

split_8,91.89,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.92,0.08,0.08196721311475409,0.9180327868852459,16

split_9,71.28999999999999,0.7420289855072464,0.7420289855072464,0.7420289855072464,0.7397660818713451,0.260233918128655,0.3118279569892473,0.6881720430107527,19

