subject,accuracy,recall,precision,f1,tn,fn,fp,tp,max epoch

split_0,54.04,0.5443786982248521,0.5443786982248521,0.5443786982248521,0.16304347826086957,0.8369565217391305,0.1320754716981132,0.8679245283018868,7

split_1,76.09,0.7816901408450704,0.7816901408450704,0.7816901408450704,0.7615384615384615,0.23846153846153847,0.23972602739726026,0.7602739726027398,18
split_2,62.01,0.6604414261460102,0.6604414261460102,0.6604414261460102,0.7005988023952096,0.2994011976047904,0.45518207282913165,0.5448179271708683,17
split_3,52.92,0.558252427184466,0.558252427184466,0.558252427184466,0.6043478260869565,0.39565217391304347,0.54,0.46,16
split_4,66.89,0.6890021849963583,0.6890021849963583,0.6890021849963583,0.6975920679886686,0.3024079320113314,0.3586440677966102,0.6413559322033898,39
split_5,73.86,0.7672253258845437,0.7672253258845437,0.7672253258845437,0.7735507246376812,0.22644927536231885,0.2945205479452055,0.7054794520547946,22
split_6,80.80000000000001,0.8326300984528833,0.8326300984528833,0.8326300984528833,0.8351800554016621,0.16481994459833796,0.21796565389696168,0.7820343461030383,13
split_7,66.86999999999999,0.6846289752650176,0.6846289752650176,0.6846289752650176,0.6906412478336221,0.3093587521663778,0.35254803675856305,0.647451963241437,16
split_8,91.89,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.92,0.08,0.08196721311475409,0.9180327868852459,35
split_9,71.85000000000001,0.7422096317280453,0.7422096317280453,0.7422096317280453,0.7339181286549707,0.26608187134502925,0.2956989247311828,0.7043010752688172,25
