subj,accuracy,cm,best_epoch
1,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",3
10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",3
14,91.67,"[[       nan        nan        nan]
 [0.         0.83333333 0.16666667]
 [0.         0.         1.        ]]",3
15,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",4
17,96.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.06666667 0.93333333]]",5
19,87.5,"[[ nan  nan  nan]
 [0.   1.   0.  ]
 [0.   0.25 0.75]]",7
2,96.15,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.07692308 0.92307692]]",5
20,80.0,"[[       nan        nan        nan]
 [0.13333333 0.8        0.06666667]
 [0.         0.2        0.8       ]]",3
21,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",2
23,81.47999999999999,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.37037037 0.62962963]]",7
25,95.45,"[[       nan        nan        nan]
 [0.         0.90909091 0.09090909]
 [0.         0.         1.        ]]",9
28,87.5,"[[ nan  nan  nan]
 [0.   1.   0.  ]
 [0.   0.25 0.75]]",16
29,85.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.1 0.9]]",4
3,76.09,"[[       nan        nan        nan]
 [0.         0.7826087  0.2173913 ]
 [0.         0.26086957 0.73913043]]",7
30,90.74,"[[       nan        nan        nan]
 [0.         0.88888889 0.11111111]
 [0.         0.07407407 0.92592593]]",17
31,81.25,"[[  nan   nan   nan]
 [0.    0.75  0.25 ]
 [0.    0.125 0.875]]",3
32,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",2
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",2
35,89.71000000000001,"[[       nan        nan        nan]
 [0.         0.91176471 0.08823529]
 [0.         0.11764706 0.88235294]]",7
36,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",7
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",2
38,66.67,"[[       nan        nan        nan]
 [0.         0.66666667 0.33333333]
 [0.         0.33333333 0.66666667]]",3
39,85.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.1 0.9]]",8
6,88.24,"[[       nan        nan        nan]
 [0.         0.82352941 0.17647059]
 [0.         0.05882353 0.94117647]]",4
