subj,accuracy,cm,best_epoch

1,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",3

10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1

14,83.33,"[[       nan        nan        nan]
 [0.         0.83333333 0.16666667]
 [0.         0.16666667 0.83333333]]",1

15,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",2

17,93.33,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.13333333 0.86666667]]",8

19,84.38,"[[   nan    nan    nan]
 [0.     0.875  0.125 ]
 [0.     0.1875 0.8125]]",4

2,92.31,"[[       nan        nan        nan]
 [0.07692308 0.92307692 0.        ]
 [0.         0.07692308 0.92307692]]",1

20,86.67,"[[       nan        nan        nan]
 [0.         0.86666667 0.13333333]
 [0.         0.13333333 0.86666667]]",3

21,90.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.  1. ]]",1

23,79.63,"[[       nan        nan        nan]
 [0.         0.92592593 0.07407407]
 [0.         0.33333333 0.66666667]]",2

25,90.91,"[[       nan        nan        nan]
 [0.         0.81818182 0.18181818]
 [0.         0.         1.        ]]",1

28,92.86,"[[       nan        nan        nan]
 [0.         0.96428571 0.03571429]
 [0.         0.10714286 0.89285714]]",11

29,95.0,"[[nan nan nan]
 [0.  0.9 0.1]
 [0.  0.  1. ]]",6

3,82.61,"[[       nan        nan        nan]
 [0.         0.86956522 0.13043478]
 [0.         0.2173913  0.7826087 ]]",9

30,94.44,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.         0.07407407 0.92592593]]",5

31,81.25,"[[  nan   nan   nan]
 [0.    0.875 0.125]
 [0.    0.25  0.75 ]]",2

32,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1

33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1

35,86.76,"[[       nan        nan        nan]
 [0.05882353 0.91176471 0.02941176]
 [0.05882353 0.11764706 0.82352941]]",1

36,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",1

37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",1

38,83.33,"[[       nan        nan        nan]
 [0.         0.66666667 0.33333333]
 [0.         0.         1.        ]]",6

39,90.0,"[[nan nan nan]
 [0.  0.9 0.1]
 [0.  0.1 0.9]]",1

6,91.18,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.17647059 0.82352941]]",8
