subj,accuracy,cm,best_epoch
1,93.75,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.125 0.875]]",1
10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
14,83.33,"[[       nan        nan        nan]
 [0.         0.83333333 0.16666667]
 [0.         0.16666667 0.83333333]]",2
15,94.44,"[[       nan        nan        nan]
 [0.         0.88888889 0.11111111]
 [0.         0.         1.        ]]",2
17,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",5
19,87.5,"[[   nan    nan    nan]
 [0.     0.8125 0.1875]
 [0.     0.0625 0.9375]]",7
2,92.31,"[[       nan        nan        nan]
 [0.         0.92307692 0.07692308]
 [0.         0.07692308 0.92307692]]",2
20,83.33,"[[       nan        nan        nan]
 [0.         0.8        0.2       ]
 [0.         0.13333333 0.86666667]]",15
21,90.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.  1. ]]",3
23,79.63,"[[       nan        nan        nan]
 [0.         0.92592593 0.07407407]
 [0.         0.33333333 0.66666667]]",4
25,90.91,"[[       nan        nan        nan]
 [0.         0.81818182 0.18181818]
 [0.         0.         1.        ]]",3
28,89.29,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.21428571 0.78571429]]",10
29,95.0,"[[nan nan nan]
 [0.  0.9 0.1]
 [0.  0.  1. ]]",19
3,78.25999999999999,"[[       nan        nan        nan]
 [0.         0.91304348 0.08695652]
 [0.         0.34782609 0.65217391]]",11
30,90.74,"[[       nan        nan        nan]
 [0.         0.88888889 0.11111111]
 [0.         0.07407407 0.92592593]]",7
31,81.25,"[[  nan   nan   nan]
 [0.    0.875 0.125]
 [0.    0.25  0.75 ]]",5
32,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",2
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
35,86.76,"[[       nan        nan        nan]
 [0.         0.88235294 0.11764706]
 [0.         0.14705882 0.85294118]]",2
36,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",5
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",2
38,83.33,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.33333333 0.66666667]]",10
39,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",2
6,97.06,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.05882353 0.94117647]]",19
