subj,accuracy,cm,best_epoch
1,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",6
10,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",4
14,91.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.16666667 0.83333333]]",2
15,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",10
17,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",6
19,90.62,"[[   nan    nan    nan]
 [0.     0.9375 0.0625]
 [0.     0.125  0.875 ]]",9
2,92.31,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.07692308 0.07692308 0.84615385]]",4
20,76.67,"[[       nan        nan        nan]
 [0.         0.66666667 0.33333333]
 [0.         0.13333333 0.86666667]]",5
21,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",1
23,77.78,"[[       nan        nan        nan]
 [0.         0.92592593 0.07407407]
 [0.         0.37037037 0.62962963]]",3
25,90.91,"[[       nan        nan        nan]
 [0.         0.81818182 0.18181818]
 [0.         0.         1.        ]]",5
28,85.71,"[[       nan        nan        nan]
 [0.         0.96428571 0.03571429]
 [0.         0.25       0.75      ]]",8
29,85.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.1 0.9]]",10
3,78.25999999999999,"[[       nan        nan        nan]
 [0.         0.95652174 0.04347826]
 [0.         0.39130435 0.60869565]]",5
30,90.74,"[[       nan        nan        nan]
 [0.         0.88888889 0.11111111]
 [0.         0.07407407 0.92592593]]",7
31,68.75,"[[  nan   nan   nan]
 [0.    0.875 0.125]
 [0.    0.5   0.5  ]]",3
32,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",4
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",2
35,88.24,"[[       nan        nan        nan]
 [0.         0.88235294 0.11764706]
 [0.         0.11764706 0.88235294]]",4
36,80.0,"[[nan nan nan]
 [0.  0.8 0.2]
 [0.  0.2 0.8]]",2
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",3
38,66.67,"[[       nan        nan        nan]
 [0.         0.66666667 0.33333333]
 [0.         0.33333333 0.66666667]]",2
39,90.0,"[[nan nan nan]
 [0.1 0.8 0.1]
 [0.  0.  1. ]]",2
6,85.28999999999999,"[[       nan        nan        nan]
 [0.         0.88235294 0.11764706]
 [0.         0.17647059 0.82352941]]",2
