subj,accuracy,cm,best_epoch
1,81.25,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.375 0.625]]",22
10,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",15
14,75.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.5 0.5]]",8
15,72.22,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.55555556 0.44444444]]",23
17,76.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.46666667 0.53333333]]",12
19,68.75,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.625 0.375]]",17
2,69.23,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.61538462 0.38461538]]",24
20,66.67,"[[       nan        nan        nan]
 [0.         0.93333333 0.06666667]
 [0.         0.6        0.4       ]]",11
21,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",9
23,75.92999999999999,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.48148148 0.51851852]]",16
25,81.82000000000001,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.36363636 0.63636364]]",24
28,78.57,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.42857143 0.57142857]]",20
29,65.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.7 0.3]]",9
3,76.09,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.47826087 0.52173913]]",12
30,83.33,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.         0.2962963  0.7037037 ]]",14
31,50.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  1.  0.]]",1
32,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",9
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",11
35,73.53,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.52941176 0.47058824]]",10
36,70.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.6 0.4]]",7
37,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",10
38,66.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.33333333 0.33333333 0.33333333]]",4
39,75.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.5 0.5]]",15
6,67.65,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.64705882 0.35294118]]",10
