subj,accuracy,cm,best_epoch
1,93.75,"[[  nan   nan   nan]
 [0.    1.    0.   ]
 [0.    0.125 0.875]]",6
10,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",5
14,75.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.5 0.5]]",2
15,94.44,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.11111111 0.88888889]]",8
17,90.0,"[[       nan        nan        nan]
 [0.         0.93333333 0.06666667]
 [0.         0.13333333 0.86666667]]",28
19,90.62,"[[   nan    nan    nan]
 [0.     1.     0.    ]
 [0.     0.1875 0.8125]]",17
2,84.61999999999999,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.30769231 0.69230769]]",7
20,83.33,"[[       nan        nan        nan]
 [0.         0.93333333 0.06666667]
 [0.         0.26666667 0.73333333]]",8
21,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",4
23,79.63,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.40740741 0.59259259]]",8
25,95.45,"[[       nan        nan        nan]
 [0.         0.90909091 0.09090909]
 [0.         0.         1.        ]]",11
28,83.93,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.32142857 0.67857143]]",7
29,95.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.1 0.9]]",6
3,78.25999999999999,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.43478261 0.56521739]]",4
30,90.74,"[[       nan        nan        nan]
 [0.         0.96296296 0.03703704]
 [0.         0.14814815 0.85185185]]",23
31,68.75,"[[  nan   nan   nan]
 [0.    0.75  0.25 ]
 [0.    0.375 0.625]]",10
32,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",7
33,100.0,"[[nan nan nan]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]",3
35,83.82,"[[       nan        nan        nan]
 [0.         0.91176471 0.08823529]
 [0.         0.23529412 0.76470588]]",13
36,80.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.4 0.6]]",30
37,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",5
38,66.67,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.33333333 0.33333333 0.33333333]]",1
39,90.0,"[[nan nan nan]
 [0.  1.  0. ]
 [0.  0.2 0.8]]",8
6,82.35,"[[       nan        nan        nan]
 [0.         1.         0.        ]
 [0.         0.35294118 0.64705882]]",9
