subject,accuracy

split_0,81.79785330948121
split_1,79.72750763448437
split_2,79.9365223305373
split_3,79.77553310886645
split_4,74.72972972972973
split_5,78.00811176205498
split_6,74.72850678733032
split_7,75.107006082451
split_8,81.70594837261504
split_9,73.99193548387096
