subject,accuracy
split_0,93.75
split_1,96.82539682539682
split_2,89.85507246376811
split_3,92.85714285714286
split_4,93.75
split_5,86.76470588235294
split_6,91.54929577464789
split_7,83.33333333333334
split_8,96.92307692307692
split_9,90.9090909090909
