subject,accuracy
split_0,57.14285714285714
split_1,61.64383561643836
split_2,63.1578947368421
split_3,60.526315789473685
split_4,53.84615384615385
split_5,59.210526315789465
split_6,62.66666666666667
split_7,65.21739130434783
split_8,66.66666666666666
split_9,51.31578947368421
